Little Athens,"Comedy, Crime, Drama",5.6,N/A,5.5,5,2,3,31,2.8
"Little Mermaid, The","Animation, Family, Fantasy",7.6,N/A,8.2,67,62,5,88,3.6
Little Nicky,"Comedy, Fantasy",5.3,38,3.9,115,25,90,56,3.0
Living in Oblivion,"Comedy, Drama",7.6,N/A,7.4,32,28,4,87,3.8
"Lock, Stock and Two Smoking Barrels","Comedy, Crime",8.2,66,6.8,59,45,14,93,4.0
Logan's Run,"Action, Adventure, Sci-Fi",6.8,N/A,6.1,28,19,9,67,3.3
Lone Star,"Drama, Mystery",7.6,78,8.6,46,43,3,83,3.8
"Long Kiss Goodnight, The","Action, Crime, Drama",6.7,44,6.0,52,35,17,70,3.3
Looper,"Action, Crime, Drama",7.4,84,8.1,248,231,17,82,4.0
Lord of Illusions,"Horror, Mystery, Thriller",6.0,N/A,5.4,23,14,9,52,3.1
"Lord of the Rings: Fellowship of the Ring, The",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lord of the Rings: Return of the King,Documentary,6.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lord of the Rings: The Two Towers,"Action, Adventure, Drama",8.7,88,8.5,248,237,11,95,4.1
Lord of War,"Crime, Drama, Thriller",7.6,62,6.2,142,87,55,85,3.6
"Losers, The","Action, Crime, Drama",6.4,44,5.3,161,79,82,54,3.0
Lost Highway,"Mystery, Thriller",7.6,52,6.2,42,25,17,87,3.8
Lost Horizon,"Adventure, Drama, Fantasy",7.8,N/A,7.6,10,10,0,82,3.8
Lost in Space,"Action, Adventure, Family",5.1,42,4.7,84,23,61,24,2.5
Lost in Translation,"Drama, Romance",7.8,89,8.4,223,212,11,86,3.6
Love and Basketball,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Machete,"Action, Crime, Thriller",6.7,60,6.3,181,130,51,63,3.4
Machine Gun Preacher,"Action, Biography, Crime",6.8,43,4.9,112,32,80,62,3.5
Mad Max 2: The Road Warrior,"Action, Adventure, Sci-Fi",7.6,76,8.4,42,41,1,85,3.6
Made,"Comedy, Crime, Drama",6.4,62,6.3,107,76,31,67,3.2
Magnolia,Drama,8.0,77,7.5,141,118,23,89,3.7
"Majestic, The (The Bijou)","Drama, Romance",6.9,27,4.9,140,59,81,60,3.1
Major League,"Comedy, Sport",7.2,N/A,6.5,39,32,7,84,3.4
Malcolm X,"Biography, Drama, History",7.7,72,7.5,55,50,5,91,3.9
Malibu's Most Wanted,"Comedy, Crime",5.1,43,4.6,93,29,64,53,2.6
Man in the Iron Mask,"Action, Adventure",6.4,48,5.4,36,12,24,55,3.1
Man On Fire,"Action, Crime, Drama",7.7,47,5.2,161,62,99,89,3.8
Man on the Moon,"Biography, Comedy, Drama",7.4,58,6.2,118,74,44,79,3.3
Man Trouble,"Comedy, Romance",4.6,N/A,3.4,30,2,28,15,2.5
"Man Who Knew Too Much, The",Thriller,7.5,N/A,7.6,32,29,3,84,3.7
"Man Who Wasn't There, The","Crime, Drama",7.6,73,7.1,156,126,30,85,3.7
"Manchurian Candidate, The","Drama, Mystery, Sci-Fi",6.6,76,7.1,201,162,39,63,3.2
Manhattan Murder Mystery,"Comedy, Mystery",7.4,N/A,6.9,27,25,2,84,3.7
Manhunter,"Crime, Mystery, Thriller",7.2,78,7.7,33,31,2,77,3.5
Margaret,Drama,6.5,61,7.0,92,68,24,48,3.1
Margin Call,"Biography, Drama, Thriller",7.1,76,7.3,155,137,18,74,3.7
Margot at the Wedding,"Comedy, Drama",6.1,66,5.6,163,85,78,40,2.8
"Mariachi, El","Short, Comedy",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marley & Me,"Documentary, Biography, Music",8.0,82,8.0,101,96,5,90,4.3
Martha Marcy May Marlene,"Drama, Thriller",6.9,76,7.8,195,176,19,71,3.6
Marty,"Drama, Romance",7.7,N/A,8.1,30,30,0,88,4.0
Mary Poppins,"Comedy, Family, Fantasy",7.8,N/A,8.4,46,46,0,86,3.5
"Mask, The","Action, Comedy, Crime",6.9,56,6.4,52,40,12,67,3.2
Master and Commander,"Action, Adventure, Drama",7.4,81,7.6,210,178,32,80,3.4
"Master, The",Drama,7.1,86,8.1,226,193,33,61,3.4
Matchstick Men,"Crime, Drama, Thriller",7.3,61,7.1,182,150,32,74,3.4
"Matrix Reloaded, The","Action, Sci-Fi",7.2,62,6.8,238,174,64,72,3.4
"Matrix, The","Action, Sci-Fi",8.7,73,7.6,141,123,18,85,3.6
Max Payne,"Action, Crime, Drama",5.4,31,3.8,131,21,110,29,2.8
Mean Streets,"Crime, Drama, Romance",7.4,N/A,8.9,50,49,1,85,3.9
"Mechanic, The","Action, Crime, Thriller",6.6,49,5.6,156,82,74,51,3.3
Meet Joe Black,"Drama, Fantasy, Romance",7.1,43,5.6,37,19,18,81,3.4
Meet John Doe,"Comedy, Drama, Romance",7.7,N/A,7.5,18,16,2,82,3.8
Megamind,"Animation, Action, Comedy",7.3,63,6.7,175,127,48,71,3.8
Memento,"Mystery, Thriller",8.5,80,8.2,168,155,13,94,4.1
Men in Black,"Comedy, Sci-Fi",7.3,71,7.4,85,78,7,79,3.5
Men in Black 3,"Action, Comedy, Sci-Fi",6.8,58,6.1,232,159,73,70,3.8
"Men Who Stare at Goats, The","Comedy, War",6.2,54,5.7,205,106,99,39,3.0
Metro,"Action, Comedy, Crime",5.5,N/A,3.9,34,5,29,27,2.6
Miami Vice,"Action, Crime, Thriller",6.0,65,5.6,195,92,103,43,2.8
Midnight Cowboy,Drama,7.9,N/A,8.2,60,54,6,88,3.9
Midnight Express,"Biography, Crime, Drama",7.7,N/A,7.7,22,21,1,89,3.9
Midnight in Paris,"Comedy, Fantasy, Romance",7.7,81,7.8,207,192,15,83,4.0
Mighty Morphin Power Rangers: The Movie,"Action, Adventure, Family",5.0,N/A,4.7,22,11,11,57,2.7
Milk,"Biography, Drama, History",7.6,84,8.0,229,215,14,89,4.0
Miller's Crossing,"Crime, Drama, Thriller",7.9,66,8.1,55,50,5,90,4.0
Mimic,"Horror, Sci-Fi",5.9,55,6.5,36,22,14,37,2.7
Mini's First Time,"Comedy, Crime, Drama",5.9,45,5.6,28,15,13,47,3.0
Minority Report,"Action, Mystery, Sci-Fi",7.7,80,8.1,240,216,24,80,3.4
"Miracle Worker, The","Biography, Drama",8.1,N/A,8.0,20,20,0,88,3.8
Mirrors,"Horror, Mystery",6.2,35,3.8,85,12,73,44,3.1
Misery,"Crime, Drama, Thriller",7.8,N/A,7.5,61,54,7,89,3.7
Mission Impossible,"Short, Action",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mission Impossible II,"Action, Adventure, Thriller",6.1,59,N/A,N/A,N/A,N/A,50,2.6
Mission to Mars,"Adventure, Sci-Fi, Thriller",5.6,34,N/A,N/A,N/A,N/A,20,2.4
Moneyball,"Biography, Drama, Sport",7.6,87,8.0,239,225,14,86,4.0
Monkeybone,"Animation, Comedy, Fantasy",4.7,40,3.8,112,22,90,27,2.3
Monster's Ball,"Drama, Romance",7.1,69,7.4,142,121,21,67,3.3
Monte Carlo,"Adventure, Comedy, Family",5.8,43,4.8,91,35,56,49,3.3
Moon,"Drama, Mystery, Sci-Fi",7.9,67,7.5,187,167,20,89,4.0
Moonrise Kingdom,"Adventure, Comedy, Drama",7.8,84,8.2,231,216,15,86,4.1
Moonstruck,"Comedy, Drama, Romance",7.1,83,7.8,51,47,4,81,3.4
Mr Blandings Builds His Dream House,"Comedy, Romance",7.4,N/A,7.1,15,12,3,76,3.7
Mr Brooks,Horror,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mr Deeds Goes to Town,"Comedy, Drama, Romance",8.0,N/A,8.4,17,16,1,86,3.9
Mr. Holland's Opus,"Drama, Music",7.3,N/A,6.8,27,20,7,83,3.5
Mrs. Brown,"Comedy, Musical",4.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mud,Drama,7.4,76,8.0,169,165,4,80,3.9
Mulan,"Animation, Adventure, Family",7.5,71,7.5,74,64,10,84,3.4
Mulholland Drive,"Drama, Mystery, Thriller",8.0,81,7.4,159,130,29,88,3.7
Mumford,"Comedy, Drama",6.9,62,5.9,77,43,34,66,3.2
"Mummy, The","Action, Adventure, Fantasy",7.0,48,5.7,83,46,37,75,3.4
Music of the Heart,"Drama, Music",6.7,54,6.5,89,56,33,72,3.5
Mute Witness,"Horror, Thriller",6.8,N/A,7.0,21,17,4,65,3.3
My Best Friend's Wedding,"Comedy, Romance",6.3,50,6.4,56,40,16,73,3.3
My Girl,"Comedy, Drama, Family",6.8,N/A,5.5,14,7,7,78,3.5
My Mother Dreams the Satan's Disciples in New York,Short,7.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
My Week with Marilyn,"Biography, Drama",7.0,65,7.1,164,137,27,71,3.6
Mystery Men,"Action, Comedy, Fantasy",6.0,65,5.7,103,62,41,57,2.9
Napoleon Dynamite,Comedy,6.9,64,6.3,169,120,49,74,3.3
Nashville,"Comedy, Drama, Music",7.8,N/A,8.7,47,44,3,84,4.1
Natural Born Killers,"Crime, Drama",7.3,74,5.6,35,16,19,81,3.5
Never Been Kissed,"Comedy, Drama, Romance",6.0,60,5.7,81,46,35,69,3.3
"Neverending Story, The","Adventure, Drama, Family",7.4,46,7.0,37,30,7,82,3.5
New York Minute,Comedy,4.8,33,3.5,117,13,104,47,3.0
Newsies,"Drama, Family, History",6.9,46,4.9,36,14,22,88,3.8
Next,"Action, Sci-Fi, Thriller",6.2,42,4.6,128,36,92,53,3.2
Next Friday,Comedy,6.1,41,4.0,64,13,51,76,3.2
"Next Three Days, The","Crime, Drama, Romance",7.4,52,5.9,161,83,78,66,3.5
Nick of Time,"Action, Crime, Drama",6.3,N/A,4.6,28,8,20,47,3.1
Night Time (The Poltergeist Treatment),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nightbreed,"Action, Crime, Drama",6.5,N/A,5.2,22,8,14,60,3.3
"Nightmare Before Christmas, The","Animation, Family, Fantasy",8.0,N/A,8.2,89,84,5,91,3.8
"Nightmare Before Christmas, The","Animation, Family, Fantasy",8.0,N/A,8.2,89,84,5,91,3.8
"Nightmare on Elm Street, A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nightmare on Elm Street: The Final Chapter,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nine,"Drama, Musical, Romance",5.9,49,5.1,197,74,123,37,2.9
"Nines, The","Drama, Fantasy, Mystery",6.4,52,6.0,60,39,21,62,3.3
Ninja Assassin,"Action, Crime, Thriller",6.4,34,4.3,113,29,84,54,3.3
Ninotchka,"Comedy, Romance",8.0,N/A,8.3,31,30,1,89,4.0
"Ninth Gate, The","Mystery, Thriller",6.7,44,5.0,87,36,51,57,3.2
No Strings Attached,"Comedy, Romance",6.2,50,5.2,164,80,84,51,3.3
Notting Hill,"Comedy, Drama, Romance",7.0,66,7.1,98,81,17,79,3.3
Nurse Betty,"Comedy, Crime, Drama",6.3,69,7.2,130,109,21,44,2.7
O Brother Where Art Thou?,"Adventure, Comedy, Crime",7.8,69,7.1,148,114,34,89,3.7
Oblivion,"Action, Adventure, Mystery",7.0,54,5.9,230,123,107,61,3.5
Observe and Report,"Comedy, Crime, Drama",5.8,54,5.5,201,102,99,36,2.5
Obsessed,"Drama, Thriller",4.9,25,3.7,89,17,72,46,3.2
Ocean's Eleven,"Crime, Thriller",7.8,74,6.9,168,137,31,80,3.6
Ocean's Twelve,"Crime, Thriller",6.4,58,5.9,178,99,79,60,3.3
Office Space,Comedy,7.8,68,6.8,96,76,20,93,4.0
"Officer and a Gentleman, An",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Omega Man,"Action, Sci-Fi",6.6,N/A,5.6,32,19,13,53,3.2
One Flew Over the Cuckoo's Nest,Drama,8.7,79,8.9,58,55,3,96,4.2
Only God Forgives,"Crime, Drama",5.7,37,5.2,150,60,90,37,2.8
Ordinary People,Drama,7.8,85,7.8,40,37,3,88,3.8
Orgy of the Dead,"Fantasy, Horror",2.7,N/A,1.3,6,0,6,21,2.4
Orphan,"Horror, Mystery, Thriller",7.0,42,5.5,147,81,66,63,3.1
"Other Boleyn Girl, The","Biography, Drama, History",6.7,50,5.3,139,59,80,62,3.4
Out of Sight,"Crime, Drama, Romance",7.1,85,7.9,88,82,6,74,3.2
Outbreak,"Action, Drama, Thriller",6.6,N/A,5.6,44,26,18,56,3.1
"Pacifier, The","Action, Comedy, Drama",5.5,30,3.7,129,26,103,59,3.2
Pandorum,"Action, Horror, Mystery",6.8,28,4.2,81,23,58,48,3.1
Panic Room,"Crime, Drama, Thriller",6.8,65,6.9,182,138,44,63,3.1
Papadopoulos & Sons,"Comedy, Drama",6.1,N/A,5.9,13,10,3,51,3.3
ParaNorman,"Animation, Adventure, Comedy",7.0,72,7.3,166,144,22,72,3.7
Pariah,Drama,7.2,79,7.8,104,97,7,82,3.9
"Passion of Joan of Arc, The","Biography, Drama, History",8.4,N/A,9.0,39,38,1,93,4.4
"Patriot, The","Action, Drama, History",7.1,63,6.1,134,82,52,81,3.6
Paul,"Adventure, Comedy, Sci-Fi",7.0,57,6.3,197,140,57,61,3.6
Pearl Harbor,"Action, Drama, History",6.0,44,4.5,190,47,143,67,3.3
Peeping Tom,"Drama, Horror, Thriller",7.8,N/A,8.6,47,45,2,86,3.9
Peggy Sue Got Married,"Comedy, Drama, Fantasy",6.3,N/A,6.8,26,22,4,55,3.0
Perfect Creature,"Action, Drama, Fantasy",5.5,N/A,N/A,N/A,N/A,N/A,37,2.9
"Perfect World, A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Perks of Being a Wallflower, The","Drama, Romance",8.0,67,7.4,152,130,22,89,4.2
Pet Sematary,"Fantasy, Horror",6.6,N/A,5.2,23,10,13,60,3.2
Pet Sematary II,"Fantasy, Horror",4.7,N/A,3.8,19,5,14,30,2.6
Petulia,"Drama, Romance",7.3,N/A,7.8,11,10,1,81,3.8
Philadelphia,Drama,7.7,66,6.6,50,39,11,89,3.7
Phone Booth,"Crime, Thriller",7.1,56,6.5,188,134,54,64,3.1
Pi,"Drama, Thriller",7.5,72,7.3,55,48,7,85,3.8
"Pianist, The","Biography, Drama, War",8.5,85,8.2,178,170,8,95,4.1
"Piano, The","Drama, Music, Romance",7.6,89,8.2,49,44,5,86,3.7
Pineapple Express,"Action, Comedy, Crime",7.0,64,N/A,N/A,N/A,N/A,75,3.3
Pirates of the Caribbean,"Adventure, Fantasy, Horror",7.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pirates of the Caribbean: Dead Man's Chest,"Action, Adventure, Fantasy",7.3,53,6.0,219,118,101,72,3.9
Pitch Black,"Horror, Sci-Fi",7.1,49,5.6,104,59,45,77,3.5
"Planet of the Apes, The","Action, Drama, Sci-Fi",7.6,68,7.1,248,202,46,77,4.0
Platinum Blonde,"Comedy, Romance",6.9,N/A,7.2,7,7,0,66,3.4
Platoon,"Drama, War",8.1,N/A,8.1,60,53,7,93,3.9
Pleasantville,"Comedy, Drama, Fantasy",7.5,71,7.6,94,79,15,79,3.3
Point Break,"Action, Crime, Thriller",7.2,58,6.1,57,39,18,79,3.4
Pokemon: Mewtwo Returns,"Animation, Action, Adventure",6.5,N/A,N/A,N/A,N/A,N/A,60,3.3
"Postman, The","Action, Adventure, Drama",5.9,29,3.8,32,3,29,49,2.8
"Power of One, The",Drama,7.2,N/A,5.0,18,7,11,88,4.0
Precious,Drama,7.4,79,7.8,221,202,19,81,3.6
Predator,"Action, Horror, Sci-Fi",7.8,36,7.0,41,32,9,87,3.6
Pretty Woman,"Comedy, Romance",6.9,51,5.7,55,34,21,68,3.5
Pretty Woman (final script),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pride and Prejudice,"Drama, Romance",9.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Priest,"Action, Fantasy, Horror",5.7,41,3.9,94,14,80,46,3.1
"Princess Bride, The","Adventure, Comedy, Family",8.1,77,8.3,64,62,2,95,4.0
"Private Life of Sherlock Holmes, The","Adventure, Comedy, Crime",7.2,N/A,7.6,23,22,1,73,3.6
"Producer, The",Adult,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Program, The","Action, Drama, Sport",6.4,N/A,5.1,20,9,11,81,3.6
Prom Night,"Horror, Mystery",3.9,17,2.7,63,5,58,38,2.9
Prometheus,"Adventure, Mystery, Sci-Fi",7.0,65,6.9,272,198,74,68,3.6
"Prophecy, The","Action, Fantasy, Horror",6.6,N/A,5.1,23,10,13,64,3.3
"Proposal, The","Comedy, Drama, Romance",6.7,48,5.3,181,80,101,67,3.4
Psycho,"Horror, Mystery, Thriller",8.5,N/A,9.2,84,81,3,94,3.9
Public Enemies,"Biography, Crime, Drama",7.0,70,6.4,265,180,85,59,3.3
Pulp Fiction,"Crime, Drama",8.9,94,9.1,77,72,5,96,4.2
Punch-Drunk Love,"Comedy, Drama, Romance",7.3,78,7.4,184,145,39,77,3.3
Purple Rain,"Drama, Music, Musical",6.4,52,6.2,43,29,14,79,3.4
Quantum Project,"Short, Adventure, Drama",5.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Queen of the Damned,"Drama, Fantasy, Horror",5.2,30,3.9,129,22,107,66,3.1
"Queen, The","Biography, Drama",7.4,91,8.4,186,180,6,76,3.5
Rachel Getting Married,"Drama, Romance",6.7,82,7.5,192,162,30,62,3.3
Raging Bull,"Biography, Drama, Sport",8.3,92,9.0,60,58,2,93,4.1
Raising Arizona,"Comedy, Crime, Drama",7.4,55,7.6,50,45,5,85,3.6
Rambling Rose,Drama,6.7,N/A,7.2,18,18,0,51,3.0
Rambo: First Blood II: The Mission,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Reader, The","Drama, Romance",7.6,58,6.4,192,118,74,79,3.7
Real Genius,"Comedy, Romance, Sci-Fi",7.0,N/A,6.6,24,18,6,83,3.5
Rear Window,"Mystery, Thriller",8.5,N/A,8.9,63,63,0,95,4.2
Rebel Without A Cause,Drama,7.8,N/A,8.3,46,44,2,88,3.9
Red Planet,"Action, Sci-Fi, Thriller",5.7,34,3.8,101,14,87,28,2.6
Red Riding Hood,"Fantasy, Horror, Mystery",5.4,29,3.7,193,20,173,39,2.9
Reindeer Games,"Action, Crime, Drama",5.7,37,4.2,88,22,66,27,2.6
"Relic, The","Horror, Mystery, Sci-Fi",5.7,55,4.3,29,9,20,34,2.7
Remember Me,"Drama, Romance",7.2,40,4.4,136,37,99,68,3.4
"Replacements, The","Comedy, Sport",6.5,30,5.0,108,44,64,66,3.1
Repo Man,"Comedy, Crime, Sci-Fi",6.9,75,8.0,45,44,1,79,3.4
"Rescuers Down Under, The","Animation, Adventure, Crime",6.9,N/A,6.2,25,17,8,68,3.2
Reservoir Dogs,"Crime, Drama, Thriller",8.4,78,8.8,62,56,6,94,4.1
Resident Evil,"Action, Horror, Sci-Fi",6.7,33,4.5,123,41,82,68,3.4
Return of the Apes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Revenant, The","Adventure, Drama, Thriller",8.1,76,7.9,304,248,56,85,4.1
Revolutionary Road,"Drama, Romance",7.3,69,6.6,204,137,67,71,3.5
Ringu,"Horror, Mystery",7.3,N/A,7.6,36,35,1,81,3.6
Rise of the Guardians,"Animation, Adventure, Family",7.3,57,6.5,147,108,39,80,4.0
Rise of the Planet of the Apes,"Action, Drama, Sci-Fi",7.6,68,7.1,248,202,46,77,4.0
RKO 281,"Biography, Drama",7.1,N/A,7.0,13,12,1,75,3.7
"Road, The","Adventure, Drama",7.3,64,7.0,203,152,51,68,3.2
Robin Hood: Prince of Thieves,"Action, Adventure, Drama",6.9,N/A,5.7,52,26,26,72,3.4
Robocop,"Action, Sci-Fi, Thriller",6.2,52,5.6,192,94,98,50,3.3
"Rock, The","Action, Adventure, Thriller",7.4,58,6.6,64,42,22,86,3.6
RocknRolla,"Action, Crime, Thriller",7.3,53,6.0,145,85,60,71,3.6
Rocky,"Drama, Sport",8.1,N/A,8.4,56,52,4,69,3.2
"Rocky Horror Picture Show, The","Comedy, Musical",7.4,58,6.8,41,33,8,85,3.6
Romeo & Juliet,Drama,7.1,N/A,N/A,N/A,N/A,N/A,100,2.5
Ronin,"Action, Adventure, Crime",7.3,67,6.3,60,41,19,80,3.5
"Roommate, The","Drama, Horror, Thriller",4.8,23,2.7,84,3,81,27,2.6
Roughshod,"Action, Adventure, Drama",6.8,N/A,N/A,N/A,N/A,N/A,14,2.7
"Ruins, The",Horror,5.9,44,5.3,92,44,48,30,2.4
Runaway Bride,"Comedy, Romance",5.5,39,5.3,85,39,46,53,3.0
Rush,"Action, Biography, Drama",8.2,75,7.6,211,188,23,88,4.1
Rush Hour,"Action, Comedy, Crime",6.9,60,6.0,70,42,28,78,3.4
Rush Hour 2,"Action, Comedy, Crime",6.6,48,5.4,127,66,61,74,3.3
Rushmore,"Comedy, Drama",7.7,86,8.1,102,91,11,91,3.8
Rust and Bone,"Drama, Romance",7.5,73,7.5,156,128,28,80,3.8
S. Darko,"Mystery, Sci-Fi, Thriller",3.7,N/A,2.9,7,0,7,18,2.4
"Saint, The","Action, Adventure, Romance",6.2,50,4.6,44,13,31,63,3.1
"Salton Sea, The","Crime, Drama, Mystery",7.2,41,5.8,85,53,32,83,3.7
"Sandlot Kids, The",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Save the Last Dance,"Drama, Music, Romance",6.1,53,N/A,N/A,N/A,N/A,77,4.1
Saving Mr. Banks,"Biography, Comedy, Drama",7.5,65,7.0,235,186,49,84,4.0
Saving Private Ryan,"Action, Drama, War",8.6,90,8.6,130,120,10,95,4.0
Saw,"Horror, Mystery",7.7,46,5.5,181,87,94,84,3.7
Scarface,"Crime, Drama",8.3,65,7.4,67,55,12,94,4.1
Scary Movie 2,Comedy,5.2,29,3.4,109,16,93,52,2.9
Schindler's List,"Biography, Drama, History",8.9,93,9.0,85,82,3,97,4.3
Scott Pilgrim vs the World,"Action, Comedy, Fantasy",7.5,69,7.5,245,200,45,83,4.0
Scream,"Horror, Mystery",7.2,65,7.0,66,52,14,78,3.3
Scream 2,"Horror, Mystery",6.1,63,6.8,74,60,14,56,2.9
Scream 3,"Horror, Mystery",5.5,56,5.2,111,40,71,38,2.8
Se7en,"Crime, Drama, Mystery",8.6,65,7.7,69,55,14,95,4.1
"Searchers, The","Adventure, Drama, Western",8.0,N/A,8.9,41,41,0,88,4.0
Semi-Pro,"Comedy, Sport",5.8,47,4.5,157,33,124,38,2.9
Sense and Sensibility,"Drama, Romance",7.7,84,8.0,55,54,1,90,3.8
Serenity,"Action, Adventure, Sci-Fi",8.0,74,7.1,180,148,32,91,3.9
Serial Mom,"Comedy, Crime, Thriller",6.7,N/A,5.7,45,27,18,71,3.0
"Sessions, The","Biography, Comedy, Drama",7.2,79,7.9,190,177,13,80,3.9
"Seventh Seal, The","Drama, Fantasy",8.2,N/A,9.1,53,49,4,93,4.3
Sex and the City,"Comedy, Drama, Romance",5.5,53,5.5,174,86,88,77,3.8
"Sex, Lies and Videotape",Drama,7.2,86,7.9,43,42,1,79,3.4
Sexual Life,"Comedy, Drama",5.1,N/A,N/A,N/A,N/A,N/A,42,3.1
Shadow of the Vampire,"Drama, Horror",6.9,71,7.0,135,110,25,74,3.4
Shakespeare in Love,"Comedy, Drama, Romance",7.2,87,8.3,130,120,10,80,3.4
Shallow Grave,"Crime, Thriller",7.4,67,6.4,46,33,13,83,3.6
Shame,Drama,7.3,72,7.4,199,157,42,75,3.7
Shampoo,"Comedy, Drama",6.3,N/A,6.2,30,19,11,53,3.2
"Shawshank Redemption, The","Crime, Drama",9.3,80,8.2,66,60,6,98,4.4
She's Out of My League,"Comedy, Romance",6.4,46,5.6,130,75,55,59,3.4
Sherlock Holmes,"Action, Adventure, Crime",7.6,57,6.2,230,162,68,77,3.7
Shifty,Thriller,6.5,N/A,7.0,25,24,1,66,3.5
"Shining, The","Drama, Horror",8.4,61,8.5,65,58,7,93,4.0
"Shipping News, The",Drama,6.8,47,5.8,130,72,58,62,3.2
Shivers,"Horror, Sci-Fi",6.6,N/A,6.8,22,19,3,60,3.4
Shrek,"Animation, Adventure, Comedy",7.9,84,7.8,200,176,24,90,3.9
Shrek the Third,"Animation, Adventure, Comedy",6.1,58,5.4,205,83,122,52,3.4
Sideways,"Adventure, Comedy, Drama",7.6,94,8.5,223,215,8,78,3.4
"Siege, The","Action, Thriller",6.3,53,5.8,60,27,33,53,3.1
Signs,"Drama, Sci-Fi, Thriller",6.7,59,6.8,228,168,60,67,3.2
Silence of the Lambs,Documentary,7.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Silver Bullet,Horror,6.3,N/A,5.2,14,7,7,56,3.2
Silver Linings Playbook,"Comedy, Drama, Romance",7.8,81,8.2,229,210,19,86,4.1
Simone,"Biography, Drama",5.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Single White Female,"Drama, Thriller",6.3,N/A,5.3,39,22,17,44,3.0
Sister Act,"Comedy, Crime, Music",6.2,N/A,5.7,21,15,6,65,3.1
Six Degrees of Separation,"Comedy, Drama, Mystery",6.9,N/A,7.1,32,28,4,71,3.4
"Sixth Sense, The","Drama, Mystery, Thriller",8.1,64,7.6,149,127,22,89,3.8
Sleepless in Seattle,"Comedy, Drama, Romance",6.8,72,6.5,46,33,13,75,3.3
Sleepy Hollow,"Drama, Horror, Mystery",7.4,65,6.3,126,85,41,80,3.5
Sling Blade,Drama,8.0,84,8.3,51,49,2,93,3.9
Slither,"Comedy, Horror, Sci-Fi",6.5,69,6.9,136,117,19,62,3.2
Slumdog Millionaire,"Drama, Romance",8.0,86,8.4,267,246,21,90,4.0
Smashed,Drama,6.8,71,6.9,102,86,16,68,3.5
Smokin' Aces,"Action, Crime, Drama",6.7,45,4.4,155,45,110,62,3.3
Snatch,Adult,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sneakers,"Comedy, Crime, Drama",7.1,N/A,6.8,47,38,9,80,3.4
Snow Falling On Cedars,"Drama, Mystery, Romance",6.8,44,5.2,91,36,55,68,3.4
Snow White and the Huntsman,"Action, Adventure, Drama",6.1,57,5.6,216,104,112,52,3.3
So I Married an Axe Murderer,"Comedy, Romance",6.4,N/A,5.5,33,18,15,68,3.0
"Social Network, The","Biography, Drama",7.7,95,9.0,290,277,13,86,4.1
Solaris,"Drama, Mystery, Romance",6.2,65,6.5,203,133,70,59,2.9
Soldier,"Action, Drama, Sci-Fi",6.0,N/A,3.6,51,5,46,43,2.8
Someone To Watch Over Me,"Crime, Drama, Romance",6.1,N/A,5.9,25,19,6,42,3.0
Something's Gotta Give,"Comedy, Drama, Romance",6.7,66,6.6,167,119,48,69,3.2
Source Code,"Mystery, Sci-Fi, Thriller",7.5,74,7.5,244,224,20,81,3.8
South Park,"Animation, Comedy",8.8,N/A,N/A,N/A,N/A,N/A,90,4.2
Spanglish,"Comedy, Drama, Romance",6.5,48,5.9,165,87,78,60,3.0
Spare Me,Thriller,6.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spartan,"Action, Crime, Drama",6.6,60,6.5,134,86,48,62,3.3
Speed,"Action, Crime, Thriller",7.2,78,7.9,60,56,4,76,3.3
Speed Racer,"Action, Family, Sport",6.1,37,5.1,208,81,127,60,3.2
Sphere,"Drama, Mystery, Sci-Fi",6.0,35,4.0,50,6,44,39,2.7
Spider-Man,"Action, Adventure",7.3,73,7.6,236,211,25,67,3.3
St. Elmo's Fire,"Drama, Romance",6.3,N/A,4.8,30,14,16,69,3.4
